"CoordinateOperationCode","CRSCode","DatumCode","DatumName","EllipsoidCode","EllipsoidName","dx","dy","dz","InverseFlattening","SemimajorAxisInM","OperationAccuracyInM"
crs_15820,4730,6730,"Santo 1965","7022","International 1924","170","42","84","297","6378388","44"
crs_15822,4732,6732,"Marshall Islands 1960","7053","Hough 1960","102","52","-38","297","6378270","6"
crs_15823,4733,6733,"Wake Island 1952","7022","International 1924","276","-57","149","297","6378388","44"
crs_15824,4135,6135,"Old Hawaiian","7008","Clarke 1866","61","-285","-181","294.978698213898","6378206.4","38"
crs_15825,4135,6135,"Old Hawaiian","7008","Clarke 1866","89","-279","-183","294.978698213898","6378206.4","44"
crs_15826,4135,6135,"Old Hawaiian","7008","Clarke 1866","45","-290","-172","294.978698213898","6378206.4","35"
crs_15827,4135,6135,"Old Hawaiian","7008","Clarke 1866","65","-290","-190","294.978698213898","6378206.4","44"
crs_15828,4135,6135,"Old Hawaiian","7008","Clarke 1866","58","-283","-182","294.978698213898","6378206.4","14"
crs_15829,4726,6726,"Sister Islands Geodetic Datum 1961","7008","Clarke 1866","44.4","109","151.7","294.978698213898","6378206.4","1"
crs_15830,4723,6723,"Grand Cayman Geodetic Datum 1959","7008","Clarke 1866","67.8","106.1","138.8","294.978698213898","6378206.4","1"
crs_15831,4737,6737,"Geocentric datum of Korea","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15833,4687,6687,"Reseau Geodesique de la Polynesie Francaise","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15842,4739,6739,"Hong Kong 1963(67)","7022","International 1924","-156","-271","-189","297","6378388","1"
crs_15845,4161,6161,"Pampa del Castillo","7022","International 1924","27.5","14","186.4","297","6378388","25"
crs_15846,4706,6706,"Egypt Gulf of Suez S-650 TL","7020","Helmert 1906","-146.21","112.63","4.05","298.3","6378200","5"
crs_15847,4639,6639,"MOP78","7022","International 1924","253","-132","-127","297","6378388","10"
crs_15848,4642,6642,"ST84 Ile des Pins","7022","International 1924","-13","-348","292","297","6378388","10"
crs_15849,4213,6213,"Beduaram","7011","Clarke 1880 (IGN)","-106","-87","188","293.466021293627","6378249.2","15"
crs_15850,4698,6698,"IGN 1962 Kerguelen","7022","International 1924","145","-187","103","297","6378388","10"
crs_15852,4267,6267,"North American Datum 1927","7008","Clarke 1866","-3","154","177","294.978698213898","6378206.4","5"
crs_15853,4267,6267,"North American Datum 1927","7008","Clarke 1866","-7","151","175","294.978698213898","6378206.4","5"
crs_15854,4267,6267,"North American Datum 1927","7008","Clarke 1866","-7","151","178","294.978698213898","6378206.4","5"
crs_15855,4267,6267,"North American Datum 1927","7008","Clarke 1866","-8","125","190","294.978698213898","6378206.4","5"
crs_15856,4267,6267,"North American Datum 1927","7008","Clarke 1866","-7","158","172","294.978698213898","6378206.4","8"
crs_15860,4702,6702,"Mauritania 1999","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15870,4679,6679,"Jouik 1961","7012","Clarke 1880 (RGS)","-80.01","253.26","291.19","293.465","6378249.145","1"
crs_15872,4743,6743,"Karbala 1979","7012","Clarke 1880 (RGS)","84.1","-320.1","218.7","293.465","6378249.145","5"
crs_15873,4192,6192,"Douala 1948","7022","International 1924","-206.1","-174.7","-87.7","297","6378388","10"
crs_15874,4307,6307,"Nord Sahara 1959","7012","Clarke 1880 (RGS)","-169.559","-72.34","303.102","293.465","6378249.145","5"
crs_15875,4721,6721,"Fiji 1956","7022","International 1924","265.025","384.929","-194.046","297","6378388","7"
crs_15878,4748,6748,"Vanua Levu 1915","7055","Clarke 1880 (international foot)","51","391","-36","293.46630765563","6378306.3696","50"
crs_15879,4747,6747,"Greenland 1996","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15880,4749,6749,"Reseau Geodesique de Nouvelle Caledonie 91-93","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15881,4750,6750,"ST87 Ouvea","7030","WGS 84","-56.263","16.136","-22.856","298.257223563","6378137","1"
crs_15894,4674,6674,"Sistema de Referencia Geocentrico para las America","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15897,4752,6752,"Viti Levu 1912","7055","Clarke 1880 (international foot)","51","391","-36","293.46630765563","6378306.3696","44"
crs_15901,4641,6641,"IGN53 Mare","7022","International 1924","287.58","177.78","-135.41","297","6378388","2"
crs_15902,4633,6633,"IGN56 Lifou","7022","International 1924","335.47","222.58","-230.94","297","6378388","1"
crs_15903,4662,6634,"IGN72 Grande Terre","7022","International 1924","-11.64","-348.6","291.98","297","6378388","2"
crs_15904,4644,6644,"NEA74 Noumea","7022","International 1924","-10.18","-350.43","291.37","297","6378388","1"
crs_15908,4754,6754,"Libyan Geodetic Datum 2006","7022","International 1924","-208.4058","-109.8777","-2.5764","297","6378388","0.1"
crs_15909,4159,6159,"European Libyan Datum 1979","7022","International 1924","-115.8543","-99.0583","-152.4616","297","6378388","5"
crs_15912,4755,6755,"Datum Geodesi Nasional 1995","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_15913,4267,6267,"North American Datum 1927","7008","Clarke 1866","0","125","196","294.978698213898","6378206.4","5"
crs_15918,4214,6214,"Beijing 1954","7024","Krassowsky 1940","12.646","-155.176","-80.863","298.3","6378245","1"
crs_15921,4214,6214,"Beijing 1954","7024","Krassowsky 1940","15.8","-154.4","-82.3","298.3","6378245","1"
crs_15923,4159,6159,"European Libyan Datum 1979","7022","International 1924","-117.7","-100.3","-152.4","297","6378388","2"
crs_15925,4758,6758,"Jamaica 2001","7030","WGS 84","0","0","0","298.257223563","6378137","0"
crs_15931,4759,6759,"NAD83 (National Spatial Reference System 2007)","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15936,4214,6214,"Beijing 1954","7024","Krassowsky 1940","11.911","-154.833","-80.079","298.3","6378245","1"
crs_15937,4270,6270,"Nahrwan 1967","7012","Clarke 1880 (RGS)","-245.8","-152.2","382.9","293.465","6378249.145","2"
crs_15952,4270,6270,"Nahrwan 1967","7012","Clarke 1880 (RGS)","-244.2","-149.8","379.3","293.465","6378249.145","5"
crs_15953,4270,6270,"Nahrwan 1967","7012","Clarke 1880 (RGS)","-250.7","-157.9","380.4","293.465","6378249.145","5"
crs_15964,4230,6230,"European Datum 1950","7022","International 1924","-86.277","-108.879","-120.181","297","6378388","5"
crs_15965,4156,6156,"System of the Unified Trigonometrical Cadastral Ne","7004","Bessel 1841","589","76","480","299.1528128","6377397.155","6"
crs_15967,4761,6761,"Croatian Terrestrial Reference System","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15971,4762,6762,"Bermuda 2000","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_15972,4763,6763,"Pitcairn 2006","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_15974,4764,6764,"Ross Sea Region Geodetic Datum 2000","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15975,4272,6272,"New Zealand Geodetic Datum 1949","7022","International 1924","54.4","-20.1","183.1","297","6378388","5"
crs_15976,4765,6765,"Slovenia Geodetic Datum 1996","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15996,4178,6178,"Pulkovo 1942(83)","7024","Krassowsky 1940","28","-121","-77","298.3","6378245","4"
crs_15997,4179,6179,"Pulkovo 1942(58)","7024","Krassowsky 1940","23","-124","-82","298.3","6378245","6"
crs_15998,4178,6178,"Pulkovo 1942(83)","7024","Krassowsky 1940","26","-121","-78","298.3","6378245","5"
crs_15999,4179,6179,"Pulkovo 1942(58)","7024","Krassowsky 1940","24","-130","-92","298.3","6378245","6"
